response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-100587,2026-05-19,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,bike_lane_safety,snow_removal,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,EML-0900818
RSP-101002,2026-05-19,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Multiple,concern,noise,,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_email,SMS-0500885
RSP-101070,2026-05-19,sms_reply,Mile End,fr,individual_resident,Rachel,support,parking_loss,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,meeting_flyer,EML-0900905
RSP-101072,2026-05-19,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,delivery_access,,I bike to work on Rachel every day and this will make it safer,reminder_email,SMS-0900662
RSP-101122,2026-05-19,portal,Milton-Parc,en,resident_association,Rachel,concern,transit_frequency,tree_canopy,Enforcement of no parking zones is inconsistent in my experience,social_share,EML-0900392
RSP-101429,2026-05-19,intercept_survey,Milton-Parc,fr,business_owner,Saint_Denis,concern,parking_loss,,Les taxis et le transport adapte doivent garder acces,reminder_sms,EML-0502693
RSP-101463,2026-05-19,email_form,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,support,snow_removal,noise,My kids can finally walk to school without dodging cars,reminder_sms,SMS-0900971
RSP-101799,2026-05-19,intercept_survey,Plateau-Mont-Royal,fr,visitor,Mont_Royal,concern,delivery_access,bike_lane_safety,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_sms,SMS-0900699
RSP-102226,2026-05-19,sms_reply,Jeanne-Mance,en,individual_resident,Rachel,neutral,parking_loss,,As a small business owner I welcome slower traffic and more foot traffic,walkup,EML-0502172
RSP-102237,2026-05-19,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Multiple,strong_support,tree_canopy,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,meeting_flyer,SMS-0501039
RSP-102337,2026-05-19,community_meeting_signin,Plateau-Mont-Royal,ar,community_group,Mont_Royal,strong_support,accessibility,parking_loss,3adad al ashjar 3ala assharia3 mahdood,social_share,EML-0900805
RSP-102420,2026-05-19,portal,Mile End,en,individual_resident,None,support,pedestrian_safety,,Transit stops need to be redesigned for accessibility,meeting_flyer,SMS-0900147
RSP-102506,2026-05-19,portal,Milton-Parc,fr,individual_resident,Multiple,neutral,accessibility,displacement_risk,Je marche cette rue tous les matins et une piste protegee change tout,reminder_email,EML-0900318
RSP-102909,2026-05-19,sms_reply,Mile End,fr,business_owner,Multiple,strong_opposition,parking_loss,delivery_access,La circulation va se deverser sur les rues residentielles,direct_link,EML-0502527
RSP-102961,2026-05-19,community_meeting_signin,Jeanne-Mance,ar,individual_resident,Rachel,concern,transit_frequency,enforcement,yajib al hifadh 3ala waqt taslim assabahi,walkup,SMS-0501138
RSP-103020,2026-05-19,portal,Mile End,fr,business_owner,Mont_Royal,concern,parking_loss,transit_frequency,Je crains les impacts sur mon commerce si les livraisons sont bloquees,social_share,SMS-0501087
RSP-103193,2026-05-19,intercept_survey,Mile End,fr,individual_resident,Saint_Laurent_North,neutral,pedestrian_safety,tree_canopy,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,EML-0501775
RSP-103483,2026-05-19,email_form,Mile End,en,community_group,Saint_Laurent_North,strong_opposition,enforcement,displacement_risk,Older residents on my block will not be able to reach services,portal_search,SMS-0500448
RSP-100308,2026-05-20,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,parking_loss,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,social_share,SMS-0501062
RSP-100519,2026-05-20,intercept_survey,Milton-Parc,fr,individual_resident,Rachel,strong_support,bike_lane_safety,,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,SMS-0500265
RSP-100956,2026-05-20,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,neutral,bike_lane_safety,tree_canopy,A protected lane on Saint Denis is long overdue,meeting_flyer,SMS-0500481
RSP-101309,2026-05-20,email_form,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,parking_loss,,Je crains les impacts sur mon commerce si les livraisons sont bloquees,direct_link,SMS-0500134
RSP-101561,2026-05-20,portal,Mile End,fr,individual_resident,Saint_Laurent_North,concern,bike_lane_safety,noise,La circulation va se deverser sur les rues residentielles,direct_link,EML-0900101
RSP-101683,2026-05-20,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,concern,parking_loss,snow_removal,La circulation va se deverser sur les rues residentielles,social_share,SMS-0500197
RSP-101851,2026-05-20,sms_reply,Mile End,fr,individual_resident,Mont_Royal,support,pedestrian_safety,bike_lane_safety,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,EML-0502438
RSP-101894,2026-05-20,intercept_survey,Mile End,en,individual_resident,Multiple,strong_support,enforcement,,My kids can finally walk to school without dodging cars,walkup,EML-0501623
RSP-103198,2026-05-20,sms_reply,Plateau-Mont-Royal,fr,resident_association,None,strong_opposition,bike_lane_safety,accessibility,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_sms,SMS-0501354
RSP-103223,2026-05-20,intercept_survey,Mile End,en,individual_resident,Multiple,support,parking_loss,displacement_risk,As a small business owner I welcome slower traffic and more foot traffic,portal_search,SMS-0900670
RSP-100496,2026-05-21,portal,Plateau-Mont-Royal,en,individual_resident,Rachel,support,enforcement,tree_canopy,Trees and benches will make this corridor liveable again,reminder_email,SMS-0500898
RSP-100574,2026-05-21,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,neutral,snow_removal,accessibility,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,EML-0502569
RSP-101771,2026-05-21,portal,Jeanne-Mance,fr,resident_association,Mont_Royal,neutral,accessibility,,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,EML-0501616
RSP-102147,2026-05-21,intercept_survey,Milton-Parc,en,individual_resident,Mont_Royal,strong_support,parking_loss,,A protected lane on Saint Denis is long overdue,direct_link,SMS-0500982
RSP-102547,2026-05-21,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,concern,bike_lane_safety,transit_frequency,Traffic will push into residential side streets that are already busy,reminder_sms,EML-0900052
RSP-102629,2026-05-21,portal,Mile End,en,advocacy_group,Saint_Laurent_North,support,tree_canopy,enforcement,My kids can finally walk to school without dodging cars,social_share,SMS-0500081
RSP-102983,2026-05-21,community_meeting_signin,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,neutral,snow_removal,enforcement,Les livraisons peuvent tres bien se faire tot le matin,social_share,SMS-0501057
RSP-103037,2026-05-21,intercept_survey,Mile End,vi,individual_resident,Rachel,concern,snow_removal,bike_lane_safety,cho phep giao hang buoi sang la can thiet,walkup,EML-0502301
RSP-103146,2026-05-21,intercept_survey,Jeanne-Mance,fr,individual_resident,Saint_Denis,support,transit_frequency,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,walkup,EML-0900637
RSP-103303,2026-05-21,portal,Jeanne-Mance,fr,individual_resident,Mont_Royal,support,bike_lane_safety,,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0502615
RSP-100239,2026-05-22,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,noise,delivery_access,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,EML-0501809
RSP-100511,2026-05-22,community_meeting_signin,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,delivery_access,noise,Ou vont se garer les residents plus ages du bloc,direct_link,SMS-0500133
RSP-100676,2026-05-22,intercept_survey,Jeanne-Mance,fr,visitor,Saint_Joseph,strong_support,bike_lane_safety,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,walkup,SMS-0501395
RSP-100706,2026-05-22,sms_reply,Mile End,fr,resident_association,Rachel,neutral,transit_frequency,snow_removal,Ma petite entreprise gagne quand le quartier est marchable,meeting_flyer,SMS-0501053
RSP-100782,2026-05-22,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,neutral,parking_loss,pedestrian_safety,The community meetings have been well organized and thoughtful,social_share,SMS-0501085
RSP-100825,2026-05-22,intercept_survey,Mile End,en,individual_resident,Saint_Denis,strong_support,bike_lane_safety,enforcement,Please keep the plan strong the neighbourhood needs this,reminder_email,SMS-0500952
RSP-100887,2026-05-22,portal,Plateau-Mont-Royal,en,resident_association,Saint_Denis,support,delivery_access,transit_frequency,Trees and benches will make this corridor liveable again,reminder_sms,EML-0501894
RSP-100947,2026-05-22,intercept_survey,Milton-Parc,fr,advocacy_group,Saint_Laurent_North,strong_opposition,bike_lane_safety,transit_frequency,L hiver la piste devient inutilisable si le deneigement suit pas,portal_search,EML-0501570
RSP-100998,2026-05-22,sms_reply,Mile End,fr,individual_resident,Saint_Laurent_North,neutral,bike_lane_safety,displacement_risk,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,SMS-0500899
RSP-101116,2026-05-22,portal,Milton-Parc,bn,resident_association,Rachel,strong_opposition,pedestrian_safety,enforcement,amra chai bike lane hoke kintu shopkeeper der kotha shunun,social_share,SMS-0501308
RSP-101232,2026-05-22,portal,Jeanne-Mance,fr,individual_resident,Saint_Joseph,neutral,pedestrian_safety,bike_lane_safety,Les enfants pourront enfin traverser Mont Royal sans stress,portal_search,EML-0501604
RSP-101279,2026-05-22,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,concern,pedestrian_safety,,Delivery access on Saint Denis is critical please preserve morning windows,portal_search,
RSP-101643,2026-05-22,portal,Plateau-Mont-Royal,en,resident_association,Rachel,neutral,snow_removal,enforcement,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,SMS-0900110
RSP-101755,2026-05-22,intercept_survey,Mile End,en,individual_resident,Saint_Denis,neutral,snow_removal,noise,Please keep the plan strong the neighbourhood needs this,portal_search,EML-0502112
RSP-101825,2026-05-22,portal,Jeanne-Mance,fr,resident_association,Mont_Royal,concern,displacement_risk,noise,Il faut penser aux locataires deja fragiles sur le corridor,walkup,SMS-0900050
RSP-101845,2026-05-22,sms_reply,Milton-Parc,fr,resident_association,Mont_Royal,strong_opposition,bike_lane_safety,parking_loss,L hiver la piste devient inutilisable si le deneigement suit pas,portal_search,SMS-0900896
RSP-101852,2026-05-22,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,support,pedestrian_safety,transit_frequency,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,SMS-0501458
RSP-101885,2026-05-22,email_form,Plateau-Mont-Royal,fr,individual_resident,Rachel,neutral,pedestrian_safety,enforcement,Je soutiens le projet meme si je perds ma place de stationnement,walkup,EML-0502418
RSP-102537,2026-05-22,email_form,Plateau-Mont-Royal,vi,individual_resident,Saint_Denis,support,delivery_access,,chung toi can them thong tin bang tieng viet,portal_search,EML-0501681
RSP-102698,2026-05-22,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,delivery_access,,Il faut penser aux locataires deja fragiles sur le corridor,direct_link,SMS-0900831
RSP-103103,2026-05-22,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,parking_loss,delivery_access,A protected lane on Saint Denis is long overdue,meeting_flyer,SMS-0500659
RSP-103167,2026-05-22,community_meeting_signin,Mile End,fr,resident_association,Mont_Royal,concern,pedestrian_safety,accessibility,Il faut penser aux locataires deja fragiles sur le corridor,direct_link,EML-0900740
RSP-100031,2026-05-23,portal,Milton-Parc,fr,individual_resident,Rachel,strong_support,parking_loss,delivery_access,Le nouveau design de l arret rendra le service beaucoup plus fiable,social_share,SMS-0500562
RSP-100045,2026-05-23,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Multiple,neutral,accessibility,,I bike to work on Rachel every day and this will make it safer,walkup,SMS-0500278
RSP-100151,2026-05-23,sms_reply,Jeanne-Mance,en,business_owner,Mont_Royal,strong_support,snow_removal,bike_lane_safety,I bike to work on Rachel every day and this will make it safer,meeting_flyer,EML-0502508
RSP-100299,2026-05-23,intercept_survey,Milton-Parc,fr,individual_resident,Mont_Royal,neutral,pedestrian_safety,enforcement,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,meeting_flyer,SMS-0500555
RSP-100651,2026-05-23,portal,Mile End,fr,individual_resident,Saint_Laurent_North,support,parking_loss,noise,Les livraisons peuvent tres bien se faire tot le matin,direct_link,EML-0900281
RSP-100674,2026-05-23,community_meeting_signin,Mile End,fr,individual_resident,Rachel,strong_support,parking_loss,displacement_risk,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,EML-0501630
RSP-100985,2026-05-23,sms_reply,Mile End,en,individual_resident,Mont_Royal,strong_support,bike_lane_safety,snow_removal,Transit stops need to be redesigned for accessibility,social_share,EML-0900889
RSP-101291,2026-05-23,sms_reply,Milton-Parc,fr,individual_resident,Saint_Laurent_North,support,delivery_access,pedestrian_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0500878
RSP-102317,2026-05-23,portal,Mile End,en,business_owner,Saint_Laurent_North,concern,parking_loss,pedestrian_safety,Older residents on my block will not be able to reach services,reminder_email,SMS-0900429
RSP-102372,2026-05-23,intercept_survey,Plateau-Mont-Royal,fr,community_group,None,support,delivery_access,,Les enfants pourront enfin traverser Mont Royal sans stress,portal_search,SMS-0900471
RSP-102460,2026-05-23,portal,Jeanne-Mance,en,resident_association,Saint_Joseph,neutral,parking_loss,pedestrian_safety,The community meetings have been well organized and thoughtful,meeting_flyer,EML-0900347
RSP-102593,2026-05-23,email_form,Jeanne-Mance,fr,individual_resident,Mont_Royal,support,parking_loss,displacement_risk,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,SMS-0501343
RSP-102822,2026-05-23,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,strong_support,pedestrian_safety,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0501625
RSP-102950,2026-05-23,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Joseph,support,tree_canopy,,I bike to work on Rachel every day and this will make it safer,walkup,SMS-0900357
RSP-103256,2026-05-23,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,delivery_access,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,walkup,EML-0502175
RSP-100326,2026-05-24,portal,Plateau-Mont-Royal,fr,community_group,Mont_Royal,neutral,bike_lane_safety,,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_email,SMS-0500738
RSP-100445,2026-05-24,sms_reply,Jeanne-Mance,en,individual_resident,Saint_Denis,neutral,pedestrian_safety,noise,Transit stops need to be redesigned for accessibility,direct_link,SMS-0500415
